year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2018,201718,Academic year,National,E92000001,England,Revised,Total English,Male,6.4,18.2,44.4,74.5,93.4,98.8,16937
2019,201819,Academic year,National,E92000001,England,Revised,Total English,Male,6.7,18.7,46.1,76.7,94.2,98.9,14020
2020,201920,Academic year,National,E92000001,England,Final,Total English,Male,10.6,28.2,58.1,86.5,97.7,99.7,14357
2021,202021,Academic year,National,E92000001,England,Final,Total English,Male,14.3,33.5,61.6,86.7,96.8,99.6,13705
2022,202122,Academic year,National,E92000001,England,Revised,Total English,Male,12,29,59.3,84.3,95.6,98.8,13002
1996,199596,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,25,44,62,76,88,54125
1997,199697,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,26,46,63,78,88,56050
1998,199798,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,27,46,63,78,89,56589
1999,199899,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,27,46,63,77,89,56100
2000,199900,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,28,47,64,79,89,53674
2001,200001,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,27,46,63,77,89,54157
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,36,56,73,86,94,44156
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,37,58,75,87,95,44453
2004,200304,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,38,59,76,88,96,46017
2005,200405,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,41,62,78,90,97,46034
2006,200506,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,43,64,80,91,98,49805
2007,200607,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,44,65,81,92,98,53331
2008,200708,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,44,66,82,92,98,57618
2009,200809,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,45,67,82,92,98,64517
2010,200910,Academic year,National,E92000001,England,Final,Total Maths,All students,17,45,67,82,93,99,69803
2011,201011,Academic year,National,E92000001,England,Final,Total Maths,All students,18,45,67,83,93,99,75546
2012,201112,Academic year,National,E92000001,England,Final,Total Maths,All students,18,45,67,82,93,99,78077
2013,201213,Academic year,National,E92000001,England,Final,Total Maths,All students,17,44,66,82,93,99,80567
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,66,82,92,99,79036
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,65,81,92,99,82026
2016,201516,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,65,81,92,99,81532
2017,201617,Academic year,National,E92000001,England,Final,Total Maths,All students,19,43,65,81,92,99,84226
2018,201718,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.5,43.3,65.9,82.1,92.4,98,87326
2019,201819,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.8,41.1,59,75.5,88.9,97,83137
2020,201920,Academic year,National,E92000001,England,Final,Total Maths,All students,23.7,50.2,70.3,86.6,95.5,99.5,86073
2021,202021,Academic year,National,E92000001,England,Final,Total Maths,All students,28.5,54.7,72.8,86,94.2,98.9,88264
2022,202122,Academic year,National,E92000001,England,Revised,Total Maths,All students,23.2,47.7,63.8,78.7,90.5,97.7,87066
1996,199596,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,25,46,64,79,89,19118
1997,199697,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,25,47,65,80,90,20036
1998,199798,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,27,48,66,80,90,20653
1999,199899,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,28,49,66,80,91,20478
2000,199900,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,29,49,67,81,91,20175
2001,200001,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,28,48,66,80,91,20254
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,39,61,77,89,96,16381
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,39,62,78,90,97,16753
2004,200304,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,39,62,79,90,97,17638
2005,200405,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,43,66,81,92,98,17423
2006,200506,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,46,68,83,93,98,19168
2007,200607,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,45,68,83,93,98,21177
2008,200708,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,46,69,84,93,98,22809
2009,200809,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,47,69,84,93,98,26109
2010,200910,Academic year,National,E92000001,England,Final,Total Maths,Female,17,45,68,84,94,99,28251
2011,201011,Academic year,National,E92000001,England,Final,Total Maths,Female,17,45,68,84,94,99,30224
2012,201112,Academic year,National,E92000001,England,Final,Total Maths,Female,17,44,67,83,94,99,31206
2013,201213,Academic year,National,E92000001,England,Final,Total Maths,Female,15,43,67,83,93,99,31622
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,Female,16,43,67,82,93,99,30635
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,Female,16,41,65,81,93,99,31830
2016,201516,Academic year,National,E92000001,England,Final,Total Maths,Female,16,41,65,82,93,99,31494
2017,201617,Academic year,National,E92000001,England,Final,Total Maths,Female,16,42,65,82,93,99,32808
2018,201718,Academic year,National,E92000001,England,Revised,Total Maths,Female,14,42.2,66.1,82.6,93,98.4,34319
2019,201819,Academic year,National,E92000001,England,Revised,Total Maths,Female,14.1,39.2,58,75.6,89.1,97.3,32025
2020,201920,Academic year,National,E92000001,England,Final,Total Maths,Female,23,51.9,73.1,88.7,96.5,99.7,33728
2021,202021,Academic year,National,E92000001,England,Final,Total Maths,Female,28.6,57.1,75.7,88.3,95.4,99.1,34073
2022,202122,Academic year,National,E92000001,England,Revised,Total Maths,Female,21.7,48,65.2,80.3,91.9,98.2,32542
1996,199596,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,25,44,61,75,87,35007
1997,199697,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,26,45,62,76,87,36014
1998,199798,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,26,44,61,76,88,35936
1999,199899,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,27,44,61,76,88,35622
2000,199900,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,27,45,62,77,88,33499
2001,200001,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,27,45,61,76,87,33903
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,34,54,70,84,93,27775
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,35,55,72,85,95,27700
2004,200304,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,37,58,74,87,96,28379
2005,200405,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,39,60,76,88,96,28611
2006,200506,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,42,62,78,90,97,30637
2007,200607,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,43,64,80,91,97,32154
2008,200708,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,43,65,80,91,98,34809
2009,200809,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,44,66,81,92,98,38408
2010,200910,Academic year,National,E92000001,England,Final,Total Maths,Male,17,45,66,81,92,98,41552
2011,201011,Academic year,National,E92000001,England,Final,Total Maths,Male,19,45,66,82,92,98,45322
2012,201112,Academic year,National,E92000001,England,Final,Total Maths,Male,19,45,66,82,93,99,46871
2013,201213,Academic year,National,E92000001,England,Final,Total Maths,Male,19,44,65,82,92,98,48945
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,Male,19,44,65,81,92,98,48401
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,50196
2016,201516,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,50038
2017,201617,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,51418
2018,201718,Academic year,National,E92000001,England,Revised,Total Maths,Male,18,44,65.8,81.7,92.1,97.8,53007
2019,201819,Academic year,National,E92000001,England,Revised,Total Maths,Male,18.4,42.3,59.6,75.5,88.7,96.8,51112
2020,201920,Academic year,National,E92000001,England,Final,Total Maths,Male,24.2,49.1,68.5,85.2,94.8,99.4,52344
2021,202021,Academic year,National,E92000001,England,Final,Total Maths,Male,28.5,53.2,71,84.6,93.4,98.8,54190
2022,202122,Academic year,National,E92000001,England,Revised,Total Maths,Male,24.1,47.5,63.1,77.8,89.7,97.4,54523
1996,199596,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,22,40,60,76,89,39554
1997,199697,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,22,43,62,78,90,38149
1998,199798,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,25,46,65,81,92,36488
1999,199899,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,25,47,66,82,92,34440
2000,199900,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,27,49,68,83,93,30997
2001,200001,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,28,50,69,83,93,30910
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,32,57,77,90,97,28256
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,34,60,79,91,98,27475
2004,200304,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,35,62,81,93,98,27052
2005,200405,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,36,63,82,93,98,26665
2006,200506,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,38,66,83,94,98,28010
2007,200607,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,39,67,85,95,99,28377
2008,200708,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,40,68,86,95,99,29423
2009,200809,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,42,69,86,95,99,29529
2010,200910,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,70,87,96,99,29855
2011,201011,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,10,44,72,89,96,99,29241
2012,201112,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,43,72,89,97,99,28375
2013,201213,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,72,88,96,99,27252
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,72,89,97,99,26477
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,11,42,71,88,96,99,27732
2016,201516,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,10,42,71,88,96,99,26796
2017,201617,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,12,43,72,88,96,99,26512
2018,201718,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,11.6,42.5,70.2,87.3,95.7,98.9,25764
2019,201819,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,12.5,40.9,69,86.4,95.1,98.5,24665
2020,201920,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,23.7,58.6,82.2,94.6,98.5,99.3,22472
2021,202021,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,34,66.3,86.2,95.9,98.8,99.5,22692
2022,202122,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,25.9,56,77.8,90.4,96.7,99,23037
1996,199596,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,21,40,59,76,88,27173
1997,199697,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,21,41,61,78,90,26175
1998,199798,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,23,44,63,80,91,25077
1999,199899,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,24,45,65,81,92,23735
2000,199900,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,26,47,67,83,93,21172
2001,200001,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,27,48,67,82,92,20800
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,31,56,76,90,97,18715
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,33,59,78,91,98,17989
2004,200304,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,35,61,81,93,98,17730
2005,200405,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,35,63,82,93,98,17320
2006,200506,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,37,64,83,94,99,18121
2007,200607,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,38,66,84,95,99,18250
2008,200708,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,39,67,85,95,99,18992
2009,200809,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,41,68,85,95,99,18923
2010,200910,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,69,87,96,99,19184
2011,201011,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,43,72,88,96,99,18779
2012,201112,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,44,72,88,96,99,18173
2013,201213,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,71,88,96,99,17537
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,71,89,97,100,16863
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,10,42,71,88,96,99,17881
2016,201516,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,10,42,71,88,96,99,17104
